"339";"LSN";"Sachsen, Landesregierung und Landtag";"Landtag Sachsen";"Sachsen"
"340";"LSZ";"Unstrut-Hainich-Kreis";"Bad Langensalza";"Thüringen"
"341";"LU";"Stadt Ludwigshafen am Rhein";"Ludwigshafen am Rhein";"Rheinland-Pfalz"
"342";"LÜN";"Kreis Unna";"Lünen";"Nordrhein-Westfalen"
"343";"LUP";"Landkreis Ludwigslust-Parchim";"Ludwigslust-Parchim";"Mecklenburg-Vorpommern"
"344";"LWL";"Landkreis Ludwigslust-Parchim";"Ludwigslust";"Mecklenburg-Vorpommern"
"345";"M";"Stadt München und Landkreis München";"München";"Bayern"
"346";"MA";"Stadt Mannheim";"Mannheim";"Baden-Württemberg"
"347";"MAB";"Erzgebirgskreis";"Marienberg";"Sachsen"
"348";"MAI";"Landkreis Kelheim";"Mainburg";"Bayern"
"349";"MAK";"Landkreis Wunsiedel im Fichtelgebirge";"Marktredwitz";"Bayern"
"350";"MB";"Landkreis Miesbach";"Miesbach";"Bayern"
"351";"MC";"Landkreis Mecklenburgische Seenplatte ";"Malchin";"Mecklenburg-Vorpommern"
"352";"MD";"Stadt Magdeburg";"Magdeburg";"Sachsen-Anhalt"
"353";"ME";"Kreis Mettmann";"Mettmann";"Nordrhein-Westfalen"
"354";"MEI";"Landkreis Meißen";"Meißen";"Sachsen"
"355";"MEK";"Erzgebirgskreis";"Mittlerer Erzgebirgskreis";"Sachsen"
"356";"MER";"Saalekreis";"Merseburg";"Sachsen-Anhalt"
"357";"MET";"Landkreis Rhön-Grabfeld";"Mellrichstadt";"Bayern"
"358";"MG";"Stadt Mönchengladbach";"Mönchengladbach";"Nordrhein-Westfalen"
"359";"MGH";"Main-Tauber-Kreis";"Bad Mergentheim";"Baden-Württemberg"
"360";"MGN";"Landkreis Schmalkalden-Meiningen";"Meiningen";"Thüringen"
"361";"MH";"Stadt Mülheim an der Ruhr";"Mülheim an der Ruhr";"Nordrhein-Westfalen"
"362";"MHL";"Unstrut-Hainich-Kreis";"Mühlhausen/Thüringen";"Thüringen"
"363";"MI";"Kreis Minden-Lübbecke";"Minden";"Nordrhein-Westfalen"
"364";"MIL";"Landkreis Miltenberg";"Miltenberg";"Bayern"
"365";"MK";"Märkischer Kreis";"Mark";"Nordrhein-Westfalen"
"366";"MKK";"Main-Kinzig-Kreis";"Main-Kinzig-Kreis";"Hessen"
"367";"ML";"Landkreis Mansfeld-Südharz";"Mansfelder Land";"Sachsen-Anhalt"
"368";"MM";"Stadt Memmingen";"Memmingen";"Bayern"
"369";"MN";"Landkreis Unterallgäu";"Mindelheim";"Bayern"
"370";"MO";"Kreis Wesel";"Moers";"Nordrhein-Westfalen"
"371";"MOD";"Landkreis Ostallgäu";"Marktoberdorf";"Bayern"
"372";"MOL";"Landkreis Märkisch-Oderland";"Märkisch-Oderland";"Brandenburg"
"373";"MON";"Städteregion Aachen";"Monschau";"Nordrhein-Westfalen"
"374";"MOS";"Neckar-Odenwald-Kreis";"Mosbach";"Baden-Württemberg"
"375";"MQ";"Saalekreis";"Merseburg-Querfurt";"Sachsen-Anhalt"
"376";"MR";"Landkreis Marburg-Biedenkopf";"Marburg";"Hessen"
"377";"MS";"Stadt Münster (Westfalen)";"Münster";"Nordrhein-Westfalen"
"378";"MSE";"Landkreis Mecklenburgische Seenplatte ";"Mecklenburgische Seenplatte";"Mecklenburg-Vorpommern"
"379";"MSH";"Landkreis Mansfeld-Südharz";"Mansfeld-Südharz";"Sachsen-Anhalt"
"380";"MSP";"Landkreis Main-Spessart";"Main-Spessart";"Bayern"
"381";"MST";"Landkreis Mecklenburgische Seenplatte";"Mecklenburg-Strelitz";"Mecklenburg-Vorpommern"
"382";"MTK";"Main-Taunus-Kreis";"Main-Taunus-Kreis";"Hessen"
"383";"MTL";"Landkreis Leipzig";"Muldental";"Sachsen"
"384";"MÜ";"Landkreis Mühldorf am Inn";"Mühldorf am Inn";"Bayern"
"385";"MÜB";"Landkreis Bayreuth";"Münchberg";"Bayern"
"386";"MÜR";"Landkreis Mecklenburgische Seenplatte";"Müritz";"Mecklenburg-Vorpommern"
"387";"MVL";"Mecklenburg-Vorpommern, Landesregierung, Landtag und Polizei";"Mecklenburg-Vorpommerscher Landtag";"Mecklenburg-Vorpommern"
"388";"MW";"Landkreis Mittelsachsen";"Mittweida";"Sachsen"
"389";"MY";"Landkreis Mayen-Koblenz";"Mayen";"Rheinland-Pfalz"
"390";"MYK";"Landkreis Mayen-Koblenz";"Mayen-Koblenz";"Rheinland-Pfalz"
"391";"MZ";"Stadt Mainz und Landkreis Mainz-Bingen";"Mainz";"Rheinland-Pfalz"
"392";"MZG";"Landkreis Merzig-Wadern";"Merzig";"Saarland"
"393";"N";"Stadt Nürnberg und Landkreis Nürnberger Land ";"Nürnberg";"Bayern"
"394";"NAB";"Landkreis Amberg-Sulzbach und Landkreis Schwandorf ";"Nabburg";"Bayern"
"395";"NB";"Stadt Neubrandenburg ";"Neubrandenburg";"Mecklenburg-Vorpommern"
"396";"ND";"Landkreis Neuburg-Schrobenhausen";"Neuburg an der Donau";"Bayern"
"397";"NDH";"Landkreis Nordhausen";"Nordhausen";"Thüringen"
"398";"NE";"Rhein-Kreis Neuss";"Neuss";"Nordrhein-Westfalen"
"399";"NEA";"Landkreis Neustadt an der Aisch-Bad Windsheim";"Neustadt an der Aisch";"Bayern"
"400";"NEB";"Burgenlandkreis";"Nebra (Unstrut)";"Sachsen-Anhalt"
"401";"NEC";"Landkreis Coburg";"Neustadt bei Coburg";"Bayern"
"402";"NEN";"Landkreis Schwandorf";"Neunburg vorm Wald";"Bayern"
"403";"NES";"Landkreis Rhön-Grabfeld";"Bad Neustadt an der Saale";"Bayern"
"404";"NEW";"Landkreis Neustadt an der Waldnaab";"Neustadt an der Waldnaab";"Bayern"
"405";"NF";"Kreis Nordfriesland";"Nordfriesland";"Schleswig-Holstein"
"406";"NH";"Landkreis Sonneberg";"Neuhaus am Rennweg";"Thüringen"
"407";"NI";"Landkreis Nienburg/Weser";"Nienburg/Weser";"Niedersachsen"
"408";"NK";"Landkreis Neunkirchen";"Neunkirchen";"Saarland"
"409";"NL";"Niedersachsen, Landesregierung und Landtag";"Niedersächsischer Landtag";"Niedersachsen"
"410";"NM";"Landkreis Neumarkt in der Oberpfalz";"Neumarkt in der Oberpfalz";"Bayern"
"411";"NMB";"Burgenlandkreis";"Naumburg (Saale)";"Sachsen-Anhalt"
"412";"NMS";"Stadt Neumünster";"Neumünster";"Schleswig-Holstein"
"413";"NÖ";"Landkreis Donau-Ries";"Nördlingen";"Bayern"
"414";"NOH";"Landkreis Grafschaft Bentheim";"Nordhorn";"Niedersachsen"
"415";"NOL";"Landkreis Görlitz";"Niederschlesische Oberlausitz";"Sachsen"
"416";"NOM";"Landkreis Northeim";"Northeim";"Niedersachsen"
"417";"NOR";"Landkreis Aurich";"Norden";"Niedersachsen"
"418";"NP";"Landkreis Ostprignitz-Ruppin";"Neuruppin";"Brandenburg"
"419";"NR";"Landkreis Neuwied und Stadt Neuwied";;
"420";"NRW";"Nordrhein-Westfalen, Landesregierung, Landtag und Polizei";"Nordrhein-Westfalen";"Nordrhein-Westfalen"
"421";"NU";"Landkreis Neu-Ulm";"Neu-Ulm";"Bayern"
"422";"NVP";"Landkreis Vorpommern-Rügen ohne die Stadt Stralsund";"Nordvorpommern";"Mecklenburg-Vorpommern"
"423";"NW";"Stadt Neustadt an der Weinstraße";"Neustadt an der Weinstraße";"Rheinland-Pfalz"
"424";"NWM";"Landkreis Nordwestmecklenburg ohne Stadt Wismar";"Nordwestmecklenburg";"Mecklenburg-Vorpommern"
"425";"NY";"Landkreis Görlitz";"Niesky";"Sachsen"
"426";"NZ";"Landkreis Mecklenburgische Seenplatte";"Neustrelitz";"Mecklenburg-Vorpommern"
"427";"OA";"Landkreis Oberallgäu";"Oberallgäu";"Bayern"
"428";"OAL";"Landkreis Ostallgäu";"Ostallgäu";"Bayern"
"429";"OB";"Stadt Oberhausen";"Oberhausen";"Nordrhein-Westfalen"
"430";"OBG";"Landkreis Stendal";"Osterburg (Altmark)";"Sachsen-Anhalt"
"431";"OC";"Landkreis Börde";"Oschersleben (Bode)";"Sachsen-Anhalt"
"432";"OCH";"Landkreis Würzburg";"Ochsenfurt";"Bayern"
"433";"OD";"Kreis Stormarn";"Bad Oldesloe";"Schleswig-Holstein"
"434";"OE";"Kreis Olpe";"Olpe";"Nordrhein-Westfalen"
"435";"OF";"Stadt Offenbach am Main und Landkreis Offenbach";"Offenbach";"Hessen"
"436";"OG";"Ortenaukreis";"Offenburg";"Baden-Württemberg"
"437";"OH";"Kreis Ostholstein";"Ostholstein";"Schleswig-Holstein"
"438";"OHA";"Landkreis Osterode am Harz";"Osterode am Harz";"Niedersachsen"
"439";"OHV";"Landkreis Oberhavel";"Oberhavel";"Brandenburg"
"440";"OHZ";"Landkreis Osterholz";"Osterholz-Scharmbeck";"Niedersachsen"
"441";"OK";"Landkreis Börde";"Ohrekreis";"Sachsen-Anhalt"
"442";"OL";"Stadt Oldenburg und Landkreis Oldenburg";"Oldenburg";"Niedersachsen"
"443";"OPR";"Landkreis Ostprignitz-Ruppin";"Ostprignitz-Ruppin";"Brandenburg"
"444";"OS";"Stadt Osnabrück und Landkreis Osnabrück";"Osnabrück";"Niedersachsen"
"445";"OSL";"Landkreis Oberspreewald-Lausitz";"Oberspreewald-Lausitz";"Brandenburg"
"446";"OVI";"Landkreis Schwandorf";"Oberviechtach";"Bayern"
"447";"OVL";"Vogtlandkreis";"Obervogtland";"Sachsen"
"448";"OZ";"Landkreis Nordsachsen";"Oschatz";"Sachsen"
"449";"P";"Stadt Potsdam";"Potsdam";"Brandenburg"
"450";"PA";"Stadt Passau Landkreis Passau";"Passau";"Bayern"
"451";"PAF";"Landkreis Pfaffenhofen an der Ilm";"Pfaffenhofen an der Ilm";"Bayern"
"452";"PAN";"Landkreis Rottal-Inn";"Pfarrkirchen";"Bayern"
"453";"PAR";"Landkreis Kelheim und Landkreis Neumarkt in der Oberpfalz";"Parsberg";"Bayern"
"454";"PB";"Kreis Paderborn";"Paderborn";"Nordrhein-Westfalen"
"455";"PCH";"Landkreis Ludwigslust-Parchim";"Parchim";"Mecklenburg-Vorpommern"
"456";"PE";"Landkreis Peine";"Peine";"Niedersachsen"
"457";"PEG";"Landkreis Bayreuth und Landkreis Forchheim und Landkreis Nürnberger Land";"Pegnitz";"Bayern"
"458";"PF";"Stadt Pforzheim und Enzkreis";"Pforzheim";"Baden-Württemberg"
"459";"PI";"Kreis Pinneberg";"Pinneberg";"Schleswig-Holstein"
"460";"PIR";"Landkreis Sächsische Schweiz-Osterzgebirge";"Pirna";"Sachsen"
"461";"PL";"Vogtlandkreis";"Plauen";"Sachsen"
"462";"PLÖ";"Kreis Plön";"Plön";"Schleswig-Holstein"
"463";"PM";"Landkreis Potsdam-Mittelmark";"Potsdam-Mittelmark";"Brandenburg"
"464";"PN";"Saale-Orla-Kreis";"Pößneck";"Thüringen"
"465";"PR";"Landkreis Prignitz";"Prignitz";"Brandenburg"
"466";"PRÜ";"Eifelkreis Bitburg-Prüm";"Prüm";"Rheinland-Pfalz"
"467";"PS";"Stadt Pirmasens und Landkreis Südwestpfalz in Pirmasens";"Pirmasens";"Rheinland-Pfalz"
"468";"PW";"Landkreis Vorpommern-Greifswald";"Pasewalk";"Mecklenburg-Vorpommern"
"469";"QFT";"Saalekreis";"Querfurt";"Sachsen-Anhalt"
"470";"QLB";"Landkreis Harz";"Quedlinburg";"Sachsen-Anhalt"
"471";"R";"Stadt Regensburg und Landkreis Regensburg";"Regensburg";"Bayern"
"472";"RA";"Landkreis Rastatt";"Rastatt";"Baden-Württemberg"
"473";"RC";"Vogtlandkreis";"Reichenbach im Vogtland";"Sachsen"
"474";"RD";"Kreis Rendsburg-Eckernförde";"Rendsburg";"Schleswig-Holstein"
"475";"RDG";"Landkreis Vorpommern-Rügen";"Ribnitz-Damgarten";"Mecklenburg-Vorpommern"
"476";"RE";"Kreis Recklinghausen";"Recklinghausen";"Nordrhein-Westfalen"
"477";"REG";"Landkreis Regen";"Regen";"Bayern"
"478";"REH";"Landkreis Wunsiedel im Fichtelgebirge";"Rehau";"Bayern"
"479";"RG";"Landkreis Meißen";"Riesa-Großenhain";"Sachsen"
"480";"RH";"Landkreis Roth";"Roth";"Bayern"
"481";"RI";"Landkreis Schaumburg";"Rinteln";"Niedersachsen"
"482";"RID";"Landkreis Kelheim";"Riedenburg";"Bayern"
"483";"RIE";"Landkreis Meißen";"Riesa";"Sachsen"
"484";"RL";"Landkreis Mittelsachsen";"Rochlitz";"Sachsen"
"485";"RM";"Landkreis Mecklenburgische Seenplatte";"Röbel/Müritz";"Mecklenburg-Vorpommern"
"486";"RO";"Stadt Rosenheim und Landkreis Rosenheim";"Rosenheim";"Bayern"
"487";"ROD";"Landkreis Cham und Landkreis Schwandorf ";"Roding";"Bayern"
"488";"ROF";"Landkreis Hersfeld-Rotenburg";"Rotenburg an der Fulda";"Hessen"
"489";"ROK";"Donnersbergkreis";"Rockenhausen";"Rheinland-Pfalz"
"490";"ROL";"Landkreis Kelheim";"Rottenburg an der Laaber";"Bayern"
"491";"ROS";"Landkreis Rostock";"Rostock";"Mecklenburg-Vorpommern"
"492";"ROT";"Landkreis Ansbach";"Rothenburg ob der Tauber";"Bayern"
"493";"ROW";"Landkreis Rotenburg (Wümme)";"Rotenburg an der Wümme";"Niedersachsen"
"494";"RP";"Rhein-Pfalz-Kreis";"Rhein-Pfalz";"Rheinland-Pfalz"
"495";"RPL";"Rheinland-Pfalz, Landesregierung, Landtag und Polizei";"Rheinland-Pfälzischer Landtag";"Rheinland-Pfalz"
"496";"RS";"Stadt Remscheid";"Remscheid";"Nordrhein-Westfalen"
"497";"RSL";"Stadt Dessau-Roßlau";"Roßlau (Elbe)";"Sachsen-Anhalt"
"498";"RT";"Landkreis Reutlingen";"Reutlingen";"Baden-Württemberg"
"499";"RU";"Landkreis Saalfeld-Rudolstadt";"Rudolstadt";"Thüringen"
"500";"RÜD";"Rheingau-Taunus-Kreis";"Rüdesheim am Rhein";"Hessen"
"501";"RÜG";"Landkreis Vorpommern-Rügen";"Rügen";"Mecklenburg-Vorpommern"
"502";"RV";"Landkreis Ravensburg";"Ravensburg";"Baden-Württemberg"
"503";"RW";"Landkreis Rottweil";"Rottweil";"Baden-Württemberg"
"504";"RZ";"Kreis Herzogtum Lauenburg";"Ratzeburg";"Schleswig-Holstein"
"505";"S";"Stadt Stuttgart";"Stuttgart";"Baden-Württemberg"
"506";"SAB";"Landkreis Trier-Saarburg";"Saarburg";"Rheinland-Pfalz"
"507";"SAD";"Landkreis Schwandorf";"Schwandorf";"Bayern"
"508";"SAL";"Saarland, Landesregierung, Landtag und Polizei";"Saarländischer Landtag";"Saarland"
"509";"SAN";"Landkreis Kronach und Landkreis Kulmbach";"Stadtsteinach";"Bayern"
"510";"SAW";"Altmarkkreis Salzwedel";"Salzwedel";"Sachsen-Anhalt"
"511";"SB";"Regionalverband Saarbrücken ohne die Stadt Völklingen";"Saarbrücken";"Saarland"
"512";"SBG";"Landkreis Vorpommern-Greifswald";"Strasburg";"Mecklenburg-Vorpommern"
"513";"SBK";"Salzlandkreis";"Schönebeck (Elbe)";"Sachsen-Anhalt"
"514";"SC";"Stadt Schwabach";"Schwabach";"Bayern"
"515";"SCZ";"Saale-Orla-Kreis";"Schleiz";"Thüringen"
"516";"SDH";"Kyffhäuserkreis";"Sondershausen";"Thüringen"
"517";"SDL";"Landkreis Stendal";"Stendal";"Sachsen-Anhalt"
"518";"SE";"Kreis Segeberg";"Bad Segeberg";"Schleswig-Holstein"
"519";"SEB";"Landkreis Sächsische Schweiz-Osterzgebirge";"Sebnitz";"Sachsen"
"520";"SEE";"Landkreis Märkisch-Oderland";"Seelow";"Brandenburg"
"521";"SEF";"Landkreis Neustadt an der Aisch-Bad Windsheim";"Scheinfeld";"Bayern"
"522";"SEL";"Landkreis Wunsiedel im Fichtelgebirge";"Selb";"Bayern"
"523";"SFB";"Landkreis Oberspreewald-Lausitz";"Senftenberg";"Brandenburg"
"524";"SFT";"Salzlandkreis";"Staßfurt";"Sachsen-Anhalt"
"525";"SG";"Stadt Solingen";"Solingen";"Nordrhein-Westfalen"
"526";"SGH";"Landkreis Mansfeld-Südharz";"Sangerhausen";"Sachsen-Anhalt"
"527";"SH";"Schleswig-Holstein, Landesregierung, Landtag und Polizei";"Schleswig-Holstein";"Schleswig-Holstein"
"528";"SHA";"Landkreis Schwäbisch Hall";"Schwäbisch Hall";"Baden-Württemberg"
"529";"SHG";"Landkreis Schaumburg";"Schaumburg oder Stadthagen";"Niedersachsen"
"530";"SHK";"Saale-Holzland-Kreis";"Saale-Holzland-Kreis";"Thüringen"
"531";"SHL";"Stadt Suhl";"Suhl";"Thüringen"
"532";"SI";"Kreis Siegen-Wittgenstein";"Siegen";"Nordrhein-Westfalen"
"533";"SIG";"Landkreis Sigmaringen";"Sigmaringen";"Baden-Württemberg"
"534";"SIM";"Rhein-Hunsrück-Kreis";"Simmern/Hunsrück";"Rheinland-Pfalz"
"535";"SK";"Saalekreis";"Saalekreis";"Sachsen-Anhalt"
"536";"SL";"Kreis Schleswig-Flensburg";"Schleswig";"Schleswig-Holstein"
"537";"SLE";"Kreis Euskirchen";"Schleiden";"Nordrhein-Westfalen"
"538";"SLF";"Landkreis Saalfeld-Rudolstadt";"Saalfeld/Saale";"Thüringen"
"539";"SLK";"Salzlandkreis";"Salzlandkreis";"Sachsen-Anhalt"
"540";"SLN";"Landkreis Altenburger Land";"Schmölln";"Thüringen"
"541";"SLS";"Landkreis Saarlouis";"Saarlouis";"Saarland"
"542";"SLÜ";"Main-Kinzig-Kreis";"Schlüchtern";"Hessen"
"543";"SLZ";"Wartburgkreis";"Bad Salzungen";"Thüringen"
"544";"SM";"Landkreis Schmalkalden-Meiningen";"Schmalkalden-Meiningen";"Thüringen"
"545";"SN";"Stadt Schwerin";"Schwerin";"Mecklenburg-Vorpommern"
"546";"SO";"Kreis Soest";"Soest";"Nordrhein-Westfalen"
"547";"SOB";"Landkreis Neuburg-Schrobenhausen";"Schrobenhausen";"Bayern"
"548";"SOG";"Landkreis Weilheim-Schongau";"Schongau";"Bayern"
"549";"SOK";"Saale-Orla-Kreis";"Saale-Orla-Kreis";"Thüringen"
"550";"SÖM";"Landkreis Sömmerda";"Sömmerda";"Thüringen"
"551";"SON";"Landkreis Sonneberg";"Sonneberg";"Thüringen"
"552";"SP";"Stadt Speyer";"Speyer";"Rheinland-Pfalz"
"553";"SPB";"Landkreis Spree-Neiße";"Spremberg";"Brandenburg"
"554";"SPN";"Landkreis Spree-Neiße";"Spree-Neiße";"Brandenburg"
"555";"SR";"Landkreis Straubing-Bogen in Straubing und Stadt Straubing";"Straubing";"Bayern"
"556";"SRB";"Landkreis Märkisch-Oderland";"Strausberg";"Brandenburg"
"557";"SRO";"Saale-Holzland-Kreis";"Stadtroda";"Thüringen"
"558";"ST";"Kreis Steinfurt";"Steinfurt";"Nordrhein-Westfalen"
"559";"STA";"Landkreis Starnberg";"Starnberg";"Bayern"
"560";"STB";"Landkreis Ludwigslust-Parchim";"Sternberg";"Mecklenburg-Vorpommern"
"561";"STD";"Landkreis Stade";"Stade";"Niedersachsen"
"562";"STE";"Landkreis Lichtenfels";"Bad Staffelstein";"Bayern"
"563";"STL";"Erzgebirgskreis";"Stollberg/Erzgeb.";"Sachsen"
"564";"SU";"Rhein-Sieg-Kreis";"Siegburg";"Nordrhein-Westfalen"
"565";"SUL";"Landkreis Amberg-Sulzbach";"Sulzbach-Rosenberg";"Bayern"
"566";"SÜW";"Landkreis Südliche Weinstraße";"Südliche Weinstraße";"Rheinland-Pfalz"
"567";"SW";"Stadt Schweinfurt und Landkreis Schweinfurt ";"Schweinfurt";"Bayern"
"568";"SWA";"Rheingau-Taunus-Kreis";"Bad Schwalbach";"Hessen"
"569";"SZ";"Stadt Salzgitter";"Salzgitter";"Niedersachsen"
"570";"SZB";"Erzgebirgskreis";"Schwarzenberg/Erzgeb.";"Sachsen"
"571";"TBB";"Main-Tauber-Kreis";"Tauberbischofsheim";"Baden-Württemberg"
"572";"TDO";"Landkreis Nordsachsen";"Torgau, Delitzsch, Oschatz";"Sachsen"
"573";"TE";"Kreis Steinfurt";"Tecklenburg";"Nordrhein-Westfalen"
"574";"TET";"Landkreis Rostock";"Teterow";"Mecklenburg-Vorpommern"
"575";"TF";"Landkreis Teltow-Fläming";"Teltow-Fläming";"Brandenburg"
"576";"TG";"Landkreis Nordsachsen";"Torgau";"Sachsen"
"577";"THL";"Thüringen, Landesregierung und Landtag";"Thüringer Landtag";"Thüringen"
"578";"THW";"Bundesanstalt Technisches Hilfswerk";"Technisches Hilfswerk";"bundesweit"
"579";"TIR";"Landkreis Tirschenreuth";"Tirschenreuth";"Bayern"
"580";"TO";"Landkreis Nordsachsen";"Torgau-Oschatz";"Sachsen"
"581";"TÖL";"Landkreis Bad Tölz-Wolfratshausen";"Bad Tölz";"Bayern"
"582";"TR";"Landkreis Trier-Saarburg und Stadt Trier";"Trier";"Rheinland-Pfalz"
"583";"TS";"Landkreis Traunstein";"Traunstein";"Bayern"
"584";"TÜ";"Landkreis Tübingen";"Tübingen";"Baden-Württemberg"
"585";"TUT";"Landkreis Tuttlingen";"Tuttlingen";"Baden-Württemberg"
"586";"UE";"Landkreis Uelzen";"Uelzen";"Niedersachsen"
"587";"UEM";"Landkreis Vorpommern-Greifswald";"Ueckermünde";"Mecklenburg-Vorpommern"
"588";"UFF";"Landkreis Neustadt an der Aisch-Bad Windsheim";"Uffenheim";"Bayern"
"589";"UH";"Unstrut-Hainich-Kreis";"Unstrut-Hainich";"Thüringen"
"590";"UL";"Stadt Ulm und Alb-Donau-Kreis in Ulm";"Ulm";"Baden-Württemberg"
"591";"UM";"Landkreis Uckermark";"Uckermark";"Brandenburg"
"592";"UN";"Kreis Unna";"Unna";"Nordrhein-Westfalen"
"593";"USI";"Hochtaunuskreis";"Usingen";"Hessen"
"594";"V";"Vogtlandkreis";"Vogtland";"Sachsen"
"595";"VB";"Vogelsbergkreis";"Vogelsberg";"Hessen"
"596";"VEC";"Landkreis Vechta";"Vechta";"Niedersachsen"
"597";"VER";"Landkreis Verden";"Verden (Aller)";"Niedersachsen"
"598";"VG";"Landkreis Vorpommern-Greifswald";"Vorpommern, Greifswald";"Mecklenburg-Vorpommern"
"599";"VIB";"Landkreis Rottal-Inn";"Vilsbiburg";"Bayern"
"600";"VIE";"Kreis Viersen";"Viersen";"Nordrhein-Westfalen"
"601";"VK";"Stadt Völklingen ";"Völklingen";"Saarland"
"602";"VOH";"Landkreis Neustadt an der Waldnaab";"Vohenstrauß";"Bayern"
"603";"VR";"Landkreis Vorpommern-Rügen";"Vorpommern, Rügen";"Mecklenburg-Vorpommern"
"604";"VS";"Schwarzwald-Baar-Kreis";"Villingen-Schwenningen";"Baden-Württemberg"
"605";"W";"Stadt Wuppertal";"Wuppertal";"Nordrhein-Westfalen"
"606";"WA";"Landkreis Waldeck-Frankenberg";"Waldeck";"Hessen"
"607";"WAF";"Kreis Warendorf";"Warendorf";"Nordrhein-Westfalen"
"608";"WAK";"Wartburgkreis";"Wartburgkreis";"Thüringen"
"609";"WAN";"Stadt Herne";"Wanne-Eickel";"Nordrhein-Westfalen"
"610";"WAT";"Stadt Bochum";"Wattenscheid";"Nordrhein-Westfalen"
"611";"WB";"Landkreis Wittenberg";"Wittenberg";"Sachsen-Anhalt"
"612";"WBS";"Landkreis Eichsfeld";"Worbis";"Thüringen"
"613";"WDA";"Landkreis Zwickau";"Werdau";"Sachsen"
"614";"WE";"Stadt Weimar";"Weimar";"Thüringen"
"615";"WEL";"Landkreis Limburg-Weilburg";"Weilburg";"Hessen"
"616";"WEN";"Stadt Weiden in der Oberpfalz";"Weiden in der Oberpfalz";"Bayern"
"617";"WER";"Landkreis Dillingen an der Donau";"Wertingen";"Bayern"
"618";"WES";"Kreis Wesel";"Wesel";"Nordrhein-Westfalen"
"619";"WF";"Landkreis Wolfenbüttel";"Wolfenbüttel";"Niedersachsen"
"620";"WHV";"Stadt Wilhelmshaven";"Wilhelmshaven";"Niedersachsen"
"621";"WI";"Stadt Wiesbaden ";"Wiesbaden";"Hessen"
"622";"WIL";"Landkreis Bernkastel-Wittlich";"Wittlich";"Rheinland-Pfalz"
"623";"WIS";"Landkreis Nordwestmecklenburg";"Wismar";"Mecklenburg-Vorpommern"
"624";"WIT";"Ennepe-Ruhr-Kreis";"Witten";"Nordrhein-Westfalen"
"625";"WIZ";"Werra-Meißner-Kreis";"Witzenhausen";"Hessen"
"626";"WK";"Landkreis Ostprignitz-Ruppin";"Wittstock/Dosse";"Brandenburg"
"627";"WL";"Landkreis Harburg";"Winsen (Luhe)";"Niedersachsen"
"628";"WLG";"Landkreis Vorpommern-Greifswald ";"Wolgast";"Mecklenburg-Vorpommern"
"629";"WM";"Landkreis Weilheim-Schongau";"Weilheim in Oberbayern";"Bayern"
"630";"WMS";"Landkreis Börde";"Wolmirstedt";"Sachsen-Anhalt"
"631";"WN";"Rems-Murr-Kreis";"Waiblingen";"Baden-Württemberg"
"632";"WND";"Landkreis St. Wendel";"St. Wendel";"Saarland"
"633";"WO";"Stadt Worms";"Worms";"Rheinland-Pfalz"
"634";"WOB";"Stadt Wolfsburg";"Wolfsburg";"Niedersachsen"
"635";"WOH";"Landkreis Kassel";"Wolfhagen";"Hessen"
"636";"WOR";"Landkreis Bad Tölz-Wolfratshausen und Landkreis München und Landkreis Starnberg";"Wolfratshausen";"Bayern"
"637";"WOS";"Landkreis Freyung-Grafenau";"Wolfstein";"Bayern"
"638";"WR";"Landkreis Harz";"Wernigerode";"Sachsen-Anhalt"
"639";"WRN";"Landkreis Mecklenburgische Seenplatte ohne die Stadt Neubrandenburg";"Waren (Müritz)";"Mecklenburg-Vorpommern"
"640";"WS";"Landkreis Rosenheim";"Wasserburg am Inn";"Bayern"
"641";"WSF";"Burgenlandkreis";"Weißenfels";"Sachsen-Anhalt"
"642";"WST";"Landkreis Ammerland";"Westerstede";"Niedersachsen"
"643";"WSW";"Landkreis Görlitz";"Weißwasser";"Sachsen"
"644";"WT";"Landkreis Waldshut";"Waldshut-Tiengen";"Baden-Württemberg"
"645";"WTM";"Landkreis Wittmund";"Wittmund";"Niedersachsen"
"646";"WÜ";"Stadt Würzburg Landkreis Würzburg ";"Würzburg";"Bayern"
"647";"WUG";"Landkreis Weißenburg-Gunzenhausen";"Weißenburg in Bayern";"Bayern"
"648";"WÜM";"Landkreis Cham";"Waldmünchen";"Bayern"
"649";"WUN";"Landkreis Wunsiedel im Fichtelgebirge";"Wunsiedel";"Bayern"
"650";"WUR";"Landkreis Leipzig";"Wurzen";"Sachsen"
"651";"WW";"Westerwaldkreis";"Westerwald";"Rheinland-Pfalz"
"652";"WZ";"Stadt Wetzlar (Sonderstatusstadt im Lahn-Dill-Kreis)";"Wetzlar";"Hessen"
"653";"WZL";"Landkreis Börde";"Wanzleben";"Sachsen-Anhalt"
"654";"X";"Internationale Hauptquartiere (NATO)";"willkürlich gewählt";"bundesweit"
"655";"Y";"Bundeswehr";"willkürlich gewählt";"bundesweit"
"656";"Z";"Landkreis Zwickau";"Zwickau";"Sachsen"
"657";"ZE";"Landkreis Anhalt-Bitterfeld";"Zerbst/Anhalt";"Sachsen-Anhalt"
"658";"ZEL";"Landkreis Cochem-Zell";"Zell (Mosel)";"Rheinland-Pfalz"
"659";"ZI";"Landkreis Görlitz";"Zittau";"Sachsen"
"660";"ZP";"Erzgebirgskreis";"Zschopau";"Sachsen"
"661";"ZR";"Landkreis Greiz";"Zeulenroda";"Thüringen"
